title,successful_bid,initial_bid,num_bids,time,date,url
blt graph 2020年3月 久保史緒里ポスター3枚　菅井友香 丹生明里 高橋ひかる 小栗有似 金川紗耶 泉綾乃 ビー・エル・ティー・グラフ,500,500,1,23:58,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/r1159595464
●希少初版本♪●乃木坂46 久保史緒里 1st写真集 交差点,1000,100,20,23:46,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/u1159697039
【送料無料】 舞台 夜は短し歩けよ乙女 Blu-ray 久保史緒里 中村壱太郎 竹中直人 他,16000,16000,1,23:31,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/b1160192443
久保史緒里.乃木坂46.プラチナフラッシュ.Platinum FLASH.Vol.18.付録.両面クリアファイル.クリアファイル.出品個数2,100,100,1,23:30,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/x1160421727
WCCF1枚＋FOOTISTA▼乃木坂 久保史緒里,300,180,2,23:06,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/o1160483092
乃木坂46 久保史緒里 生写真コンプ ②,30,30,1,22:59,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/l1159708616
乃木坂46 久保史緒里 生写真コンプ ①,279,30,6,22:58,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/p1159698577
乃木坂46 真夏の全国ツアー2024衣装1 プリンセス衣装 生写真 25枚 まとめ売り 与田祐希 遠藤さくら 五百城茉央 池田瑛紗 久保史緒里など,2100,1500,4,22:57,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/w1160215343
乃木坂46生写真 久保史緒里 帰り道は遠回りしたくなる,350,350,1,22:50,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/d1153871051
送料185円 未開封 3点セット 乃木坂46 アクリルチャーム 久保史緒里 伊藤理々杏 山下美月（43）[D0378],1540,910,9,22:38,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/d1159921488
白石麻衣　齋藤飛鳥　松村沙友理　久保史緒里　高山一実　北野日奈子　堀未央奈　星野みなみ　CHOOSE 5 PHOTOS 生写真　乃木坂46,200,200,2,22:37,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/b1135777369
乃木坂46生写真 久保史緒里 2022 June 夏パジャマ,300,300,1,22:34,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/v1133501964
乃木坂46 web限定ランダム生写真 2024.August-Ⅲ スペシャル衣装43 ノーマル3種コンプ ヨリ 4枚セット 乃木コレ 久保史緒里,500,500,1,22:30,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/k1160436633
乃木坂46 久保史緒里 生写真コンプ ③,365,50,6,22:06,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/x1159697986
久保史緒里 おいでシャンプー アクリルスタンド 2-35,2416,1,10,21:46,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/e1160223316
乃木坂46 生写真 踏んでしまった 30枚まとめ売り 井上和 小川彩 賀喜遥香 五百城茉央 中西アルノ 久保史緒里 梅澤美波などありその他もあり,1700,1,36,21:39,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/d1160236185
AA338 乃木坂46 3期生（与田祐希 山下美月 久保史緒里 梅澤美波 伊藤理々杏 中村麗乃 大園桃子◆切り抜き 14ページ 切抜き,510,170,16,21:27,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/l1159770600
送料無料★アップトゥボーイ 2020年10月号 ポスター2枚付 久保史緒里 乃木坂46 伊藤理々杏 黒見明香 松平璃子(欅坂46) 大和田南那 安本彩花,1000,1000,1,21:07,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/m1140804655
久保史緒里☆表紙付き切り抜き11ページ/FLASH2024年11月12日-19日合併号,180,180,1,20:31,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/j1160007085
【同梱可】未使用 クオカード QUOカード 乃木坂46 佐々木琴子 久保史緒里 額面500円分 2枚 EX大衆 グッズセット,1500,1000,4,20:06,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/t1160394644
NMB48 上西怜 Platinum FLASH (プラチナフラッシュ)AKB48 乃木坂46久保史緒里　クリアファイルつき,290,290,1,15:21,2024/11/10,https://page.auctions.yahoo.co.jp/jp/auction/u1138150430
乃木坂46 久保史緒里 2017.Christmas 直筆サイン入り生写真,4000,4000,1,22:27,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/j1160092479
乃木坂46 生写真 コンプ まとめ売り 遠藤さくら 梅澤美波 山下美月 田村真佑 久保史緒里 岩本蓮加 中西アルノ 高山一実,665,1,24,22:25,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/b1159535960
乃木坂46　久保史緒里　生写真　スペシャル衣装43　 乃木コレ,500,499,1,22:17,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/p1160436737
乃木坂46生写真 久保史緒里 2018 クリスマス,700,700,1,22:07,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/w1148020665
乃木坂46生写真 久保史緒里 2021 クリスマス,900,900,1,22:06,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/e1153857694
久保史緒里 個別全身アクリルキーホルダー クリスマス2017 乃木坂46オフィシャルウェブショップ限定　アイドル　グッズ,500,500,1,21:52,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/h1159624584
乃木坂46 生写真 真夏の全国ツアー2024衣装1 プリンセス衣装 28枚まとめ売り 与田祐希 冨里奈央 久保史緒里 中西アルノ 林瑠奈 などあり,835,1,6,21:50,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/e1160218071
乃木坂46 久保史緒里 アクリルコースター time flies cafe コラボカフェグッズ,999,999,1,21:45,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/m1119367769
"久保史緒里 生写真 乃木坂46 「チートデイ」 Type-A,B,C,D 封入特典 4種コンプ",1000,1000,1,21:45,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/b1155438423
B.L.T. 2020年2月号 付録つき 久保史緒里 与田祐希 遠藤さくら 賀喜遥香 乃木坂46 ほか BLT,499,499,1,21:37,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/v1141661739
AA355 乃木坂46 3期生（山下美月 与田祐希 久保史緒里 梅澤美波 大園桃子 伊藤理々杏）◆切り抜き 15ページ 切抜き,411,180,11,21:18,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/v1160155030
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 筒井あやめ 他 生写真 60枚 2021 July 等 グッズセット,988,500,4,21:02,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/k1160193835
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 齋藤飛鳥 他 生写真 60枚 グッズセット,1218,500,8,20:58,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/n1160191377
【同梱可】中古品 アイドル 乃木坂46 梅澤美波 久保史緒里 他 生写真 60枚 2020 July 等 グッズセット,988,500,3,20:35,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/t1160190530
【同梱可】中古品 アイドル 乃木坂46 与田祐希 久保史緒里 他 生写真 60枚 グッズセット,1218,500,8,20:24,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/w1160202755
【同梱可】中古品 アイドル 乃木坂46 筒井あやめ 久保史緒里 他 生写真 30コンプ 95枚 夜明けまで強がらなくてもいい,1760,500,10,20:15,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/w1160206151
乃木坂46 モバイル　flowergarden 久保史緒里 A賞 アクリルキーホルダー,400,400,1,18:24,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/m1159628078
乃木坂46　久保史緒里　生写真　スペシャル衣装43　 乃木コレ,600,599,1,14:49,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/c1160431083
乃木坂46ポストカードセット 月刊ヤングマガジン 3期生 伊藤理々杏岩本蓮加阪口珠美中村麗乃大園桃子久保史緒里山下美月与田祐希梅澤美波,160,150,1,07:24,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/c1130718496
乃木坂46〈久保史緒里〉【ミニ生写真】ハロウィン2024 アザーカット _ WEB 特典限定,1980,1980,1,07:14,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/j1159923521
乃木坂46★久保史緒里★36th シングル チートデイ★初回盤 限定 封入 特典 生写真 1種 1枚 ばら売り★公式写真,200,200,1,04:08,2024/11/09,https://page.auctions.yahoo.co.jp/jp/auction/e1159871436
アップトゥボーイ 2020年10月号 久保史緒里 伊藤理々杏　令和2年2020年初版【z95839】,1,1,1,21:52,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/k1157243995
【同梱可】未開封 アイドル 乃木坂46 齋藤飛鳥 田村真佑 久保史緒里 5期生 他 写真集 5点 グッズセット,5775,500,27,21:05,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/w1160051327
【同梱可】中古品 アイドル 乃木坂46 田村真佑 久保史緒里 他 生写真 60枚 CD 封入 等 グッズセット,1108,500,9,21:01,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/c1160048477
【同梱可】中古品 アイドル 乃木坂46 筒井あやめ 久保史緒里 他 生写真 セミ含む 60枚 46TV 等 グッズセット,2260,500,10,20:54,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/r1160040921
○【１円スタート】　久保史緒里　乃木坂46　写真集「交差点」　集英社,710,1,28,20:46,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/k1159626469
【同梱可】中古品 アイドル 乃木坂46 筒井あやめ 久保史緒里 他 生写真 60枚 2019 September 等 グッズセット,1108,500,8,20:44,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/l1160055984
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 岩本蓮加 他 生写真 セミのみ 90枚 三角の空き地 等 グッズセット,1332,500,12,20:41,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/j1160060064
【同梱可】中古品 アイドル 乃木坂46 筒井あやめ 久保史緒里 他 生写真 60枚 2022 Lucky Bag 等 グッズセット,1988,500,12,20:13,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/f1160056763
乃木坂46　久保史緒里　生写真5枚　管理番号69,256,256,1,18:38,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/r1158285797
乃木坂46　久保史緒里　生写真5枚　管理番号68,256,256,1,18:12,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/g1158312084
乃木坂46 久保史緒里 生写真 2017 ハロウィン　コンプ,680,680,1,16:39,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/j1140606756
【送料無料】ブルボン フェットチーネグミ A5 クリアファイル 2枚セット ★ 乃木坂46 与田祐希 久保史緒里 遠藤さくら 賀喜遥香 ★ 非売品,400,400,1,04:29,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/w1153844283
久保史緒里 生写真 乃木坂46 Actually...,500,500,1,01:39,2024/11/08,https://page.auctions.yahoo.co.jp/jp/auction/r1146092060
乃木坂46 久保史緒里 12th Anniversary,50,50,1,23:33,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/g1151954383
久保 史緒里『2017.Halloween』乃木坂46 生写真5枚セット,343,1,6,23:28,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/l1159928876
乃木坂46 久保史緒里 2020 August-2 かぎ針編み 生写真 コンプ N4538,500,500,1,21:58,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/o1114716839
乃木坂46 久保史緒里 2018 August-3 サマーセットアップ 生写真 コンプ N4499,500,500,1,21:56,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/r1114462407
乃木坂46 久保史緒里 2019 January-3 アニマル柄 生写真 コンプ N4492,500,500,1,21:47,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/f1140655420
AA309 山下美月×久保史緒里（乃木坂46）◆切り抜き 2ページ 切抜き,50,50,1,21:12,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/c1159914659
乃木坂46 久保史緒里 2020 November-2 スカーフ 生写真 コンプ N4560,500,500,1,21:00,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/q1114731858
【同梱可】中古品 アイドル 乃木坂46 筒井あやめ 久保史緒里 他 生写真60枚 2023.April 3 2019.July 等 グッズセット,1097,500,7,20:57,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/k1159946643
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 1st写真集 交差点 アザーカット 写真集 集英社 当選品,5500,2000,9,20:32,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/h1159966299
【同梱可】中古品 アイドル 乃木坂46 筒井あやめ 久保史緒里 他 生写真 60枚 CD 封入 等 グッズセット,987,500,3,20:19,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/p1159951025
久保史緒里 12th BIGアクリルスタンド 13-25,2600,2600,1,18:42,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/t1131181646
乃木坂46　久保史緒里　生写真5枚　管理番号73,300,300,1,18:33,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/d1159707850
乃木坂46 ポストカード D-1 DVD＆Blu-ray 「MIZUKI YAMASHITA GRADUATION CONCERT 」封入特典 人は夢を二度見る 山下美月 久保史緒里,700,700,1,11:22,2024/11/07,https://page.auctions.yahoo.co.jp/jp/auction/t1159784559
乃木坂46 久保史緒里 会場限定 Sing Out! 発売記念ライブ 生写真 3種コンプ 検)ライブTシャツ ヨリ チュウ ヒキ 3期生,780,780,1,22:54,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/o1093684893
乃木坂46 久保史緒里 2017.Christmas 直筆サイン入り生写真,6000,4000,13,22:46,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/v1159807335
乃木坂46 久保史緒里1st写真集 交差点,827,752,1,22:43,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/d1130023595
B.L.T.2023年 3月号　久保史緒里,332,332,1,22:40,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/b1139993325
25　17　VOL.1　プラチナフラッシュ　小倉優香　久保史緒里　長沢菜々香　小畑優奈　吉田朱里　瀧野由美子　木﨑ゆりあ　飯豊まりえ,1000,1000,1,22:03,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/e1090686746
乃木坂46 生写真 ほぼ2024年 セット まとめ 久保史緒里 梅澤美波 岩本蓮加 筒井あやめ 金川紗耶,4600,4600,1,21:12,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/k1159792497
乃木坂46　久保史緒里　のぎBOX　モバイルカード　2枚セット,900,900,1,20:21,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/q1159664132
【中古】雑誌 ◆ フラッシュ FLASH 1752 2024年 11/12・19号 ◆《 2024/10/29 》 久保史緒里 中西アルノ 豊田ルナ 西田麻衣 森脇梨々夏,420,280,9,20:13,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/s1159286462
乃木坂46 久保史緒里 図書カード500 BUBKA 2024年5月号 全プレ,2990,2490,1,18:04,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/o1160043518
乃木坂46 久保史緒里 クオカード500 BUBKA 2024年5月号 全プレ,2990,2490,1,18:02,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/n1160030511
●リバー、流れないでよ　映画チラシ　藤谷理子/永野宗典/鳥越裕貴/早織/久保史緒里/本上まなみ　2023年6月　邦画　フライヤー,90,90,1,12:36,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/p1155581722
FLASH 　乃木坂46 久保史緒里　直筆サイン入りチェキプレゼント応募券1枚　ミニレター送料無料,230,230,1,12:10,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/t1159907737
久保史緒里 生写真 乃木坂46 今が思い出になるまで,400,400,1,07:00,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/v1110629167
久保史緒里 生写真 ダメージ コンプ 乃木坂46 WebShop 限定 2023.May-Ⅴ 【硬質ケース発送】,900,900,1,00:32,2024/11/06,https://page.auctions.yahoo.co.jp/jp/auction/d1140386039
乃木坂46 久保史緒里 WEB SHOP限定 真夏の全国ツアー2024衣装1 生写真 3種コンプ 検)月別 ヨリ チュウ ヒキ 3期生 2024 September,1080,1080,1,23:10,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/j1159710500
FLASH 1752号　乃木坂46 久保史緒里　直筆サイン入りチェキプレゼント応募券②,220,50,7,23:06,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/v1159240006
FLASH 1752号　乃木坂46 久保史緒里　直筆サイン入りチェキプレゼント応募券①,220,50,7,23:05,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/e1159229630
乃木坂46 久保史緒里 会場限定 真夏の全国ツアー2019 福岡ver. ライブTシャツ 生写真 3種コンプ 数量2 検)ライブT ヨリ チュウ ヒキ 3期生,1180,1180,1,22:55,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/x1060580575
乃木坂46 久保史緒里 WEB 限定 スペシャル衣装43 生写真 ノーマル N レア R 4種コンプ 検)乃木コレ ヨリ チュウ ヒキ 2024 August-Ⅲ 3期生,2380,2280,2,22:34,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/h1159041967
クオカード500 久保史緒里 BUBKA 2024年5月号 全プレ,1990,1990,1,22:30,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/p1159773974
乃木坂46 生写真 500枚 大量 まとめ売り 与田祐希池田瑛紗 遠藤さくら 山下美月 賀喜遥香 久保史緒里 五百城茉央 筒井あやめ 一ノ瀬美空 他,7005,1,18,22:25,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/c1158950656
FLASH 久保史緒里　 直筆サイン入りチェキプレゼント 応募券1枚,100,100,1,20:49,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/p1159772158
図書カード500 久保史緒里 BUBKA 2024年5月号 全プレ,2490,2190,1,17:35,2024/11/05,https://page.auctions.yahoo.co.jp/jp/auction/u1159852439
"EX (イーエックス)大衆 2019年8月号 ポスターとクリアファイルつき/小坂菜緒,金村美玖,日向坂46,乃木坂46,高山一実,久保史緒里,",500,500,1,23:39,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/d1124471874
久保 史緒里『SYNCHRONICITY 選抜ver.』乃木坂46 生写真5枚セット,509,1,15,23:39,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/m1159433552
☆FLASH 1752号（最新号） 久保史緒里 直筆サイン入りチェキ 応募券☆,230,50,10,23:25,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/m1158957332
乃木坂46 久保史緒里 2019.Christmas 直筆サイン入り生写真,4600,4000,4,22:38,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/n1153234370
1円〜 訳あり 乃木坂46 等 生写真 久保 史緒里 秋元 真夏 矢久保 美緒 他,9735,1,45,22:27,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/e1159514635
久保史緒里　直筆サイン入り生写真,13500,3500,24,22:16,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/t1159474715
久保史緒里 他　切り抜き　１０２ページ (乃木坂46),1000,1000,1,22:03,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/d1137854160
乃木坂46 真夏の全国ツアー2019 全ツ2019愛知Tシャツ ライブT 生写真 久保史緒里 3種コンプ,1400,1400,1,21:35,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/s749361848
月刊エンタメ　2017年 6月号　クリアファイル（大園桃子・久保史緒里・山下美月・与田祐希）付,333,333,1,21:27,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/l1159638593
久保史緒里　 チェキ応募券　FLASH 1752号,210,100,5,21:17,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/r1159618184
乃木坂46　久保史緒里　生写真5枚　管理番号71,285,285,1,20:28,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/n1158990018
直筆サイン入りチェキ応募券５枚セット ☆乃木坂４６　久保史緒里　中西アルノ　森脇梨々夏　辰巳シーナ　木村葉月　/雑誌付録　 切り抜き,239,199,3,19:14,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/v1159682024
乃木坂46 久保史緒里 生写真 2024.July-Ⅱ 浴衣 5枚コンプ 真夏の全国ツアー2024,3000,3000,1,00:22,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/n1150359471
久保史緒里　乃木坂46　推しメンマフラータオル　真夏の全国ツアー 2017FINAL　未開封品,2000,2000,1,00:22,2024/11/04,https://page.auctions.yahoo.co.jp/jp/auction/r468752719
●希少初版本♪●セブンネット限定カバーVer.●ポスカ＆帯付き●乃木坂46 久保史緒里 1st写真集 交差点,1415,100,15,23:27,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/1158701839
久保 史緒里『夜明けまで強がらなくてもいい 選抜ver.』乃木坂46 生写真5枚セット,570,1,29,23:25,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/u1159417266
FLASH　2024年11/12・19号　久保史緒里　豊田ルナ　中西アルノ　辰巳シーナ　小嶋陽菜,310,250,4,23:10,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/j1159196904
WCCF1枚＋FOOTISTA▼乃木坂 久保史緒里,260,180,5,23:06,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/f1159533425
初版 乃木坂46 久保史緒里1st写真集 交差点,800,728,1,22:50,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/e1157184202
乃木坂46 生写真 500枚 大量 まとめ売り 遠藤さくら 賀喜遥香 山下美月 与田祐希 五百城茉央久保史緒里白石麻衣田村真佑池田瑛紗齋藤飛鳥他,7200,1,46,22:38,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/r1158751309
乃木坂46 3期生集合 WEB SHOP限定 CHOOSE 5 PHOTOS! 真夏の全国ツアー2021 LIVE PHOTO Ver. 生写真 与田祐希 久保史緒里 梅澤美波 山下美月,880,880,1,22:33,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/s1110182824
乃木坂46 久保史緒里 会場限定 真夏の全国ツアー2018 Tシャツ 福岡 ver. 生写真 3種コンプ 検)ライブT ヨリ チュウ ヒキ 3期生,780,780,1,22:21,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/c1127016986
『久保史緒里・ひたむきさがくれたもの/NHK夜ドラ’未来の私にブッかまされる出演中』最新！特選ショット10p　同梱発送可！,100,100,1,22:20,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/g1159093086
乃木坂46生写真 久保史緒里 2024 April スペシャル衣装40,400,400,1,22:10,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/h1157733925
FLASH(フラッシュ)1752号 久保史緒里(乃木坂46) 直筆サイン入りチェキ プレゼント応募券,200,200,1,21:59,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/v1159595565
乃木坂46/梅澤美波/山下美月/久保史緒里　QUOカード,5000,5000,1,21:48,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/d1156003789
乃木坂46 久保史緒里サイン,5000,5000,1,21:42,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/m1159434775
AA266 山下美月×与田祐希×久保史緒里×大園桃子（乃木坂46）◆切り抜き 切抜き,320,50,9,21:31,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/x1158868584
4枚まで FLASH 久保史緒里 乃木坂46 チェキ プレゼント応募券 フラッシュ 1752号,210,150,5,21:25,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/c1159433144
A70401 ◆サイン入り 久保史緒里　乃木坂４６　SingOut B2サイズ(515mm×728mm) ポスター ★同梱で送料追加なし★,4200,4200,1,21:24,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/p1153971106
舞台『三人姉妹』　久保史緒里　(乃木坂46) 　アクリルパネルスタンド,1800,1800,1,21:23,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/w1067582877
FLASH フラッシュ 抽プレ 懸賞 応募券 久保史緒里 中西アルノ 森脇梨々夏 ときちゃん 辰巳シーナ 木村葉月 直筆サイン入りチェキ,410,100,7,21:08,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/g1159549253
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 田村真佑 他 生写真 60枚 BIRTHDAY Live 等 グッズセット,988,500,4,21:02,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/c1159388800
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 田村真佑 他 生写真 60枚 2020 July-2 等 グッズセット,988,500,5,20:57,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/s1159395215
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 梅澤美波 のみ 生写真 11コンプ 46枚 10th anniversary of 等 グッ,3082,500,12,20:50,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/c1159386312
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 柴田柚菜 他 生写真 60枚 2020 July-2 等 グッズセット,1009,500,7,20:38,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/n1159383922
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 のみ 生写真 12コンプ 36枚 逃げ水 会場限定 等 グッズセット,4730,500,17,20:27,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/v1159399069
【同梱可】中古品 アイドル 乃木坂46 田村真佑 久保史緒里 他 生写真 60枚 2019 August 等 グッズセット,988,500,4,20:27,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/m1159380774
【同梱可】中古品 アイドル 乃木坂46 田村真佑 久保史緒里 他 生写真 40コンプ 120枚 2019 September 等 グッズセッ,2209,500,8,20:02,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/j1159389937
乃木坂46 久保史緒里　3.4期生ライブ　缶バッジ 個別ランダム 缶バッジ,299,299,1,15:32,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/c1156095945
乃木坂46 ポストカード D-1 DVD＆Blu-ray 「MIZUKI YAMASHITA GRADUATION CONCERT 」封入特典 人は夢を二度見る 山下美月 久保史緒里,700,700,1,13:47,2024/11/03,https://page.auctions.yahoo.co.jp/jp/auction/e1156782626
久保 史緒里『チートデイ 選抜ver.』乃木坂46 生写真5枚セット,1111,1,26,23:31,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/r1159110303
乃木坂46 Ｔシャツ(Мサイズ)+マフラータオル大量9枚まとめてセット　久保史緒里真夏の全国ツアー宮城大阪 Christmasあさひなぐ等グッズ,2500,2500,1,23:14,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/l1158650112
乃木坂46 久保史緒里 2024 April Ⅲ 生写真 1,115,10,11,22:58,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/n1158751453
乃木坂46 久保史緒里 2024 April Ⅲ 生写真 3,145,10,13,22:54,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/u1158773162
乃木坂46 久保史緒里 2024 April Ⅲ 生写真 2枚セット,210,20,14,22:49,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/o1158762916
乃木坂46 久保史緒里 チャンスは平等 生写真 2,120,10,6,22:48,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/g1158763466
乃木坂46 久保史緒里 10th anniversary of formation 生写真 3枚セット,201,30,10,22:44,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/t1158746668
乃木坂46 久保史緒里 2024 April Ⅲ 生写真 3枚セット,410,30,22,22:44,2024/11/02,https://page.auctions.yahoo.co.jp/jp/auction/t1158738842
